1,2,3,4,5,8,6,7,9
4,5,6,2,3,1,8,0,0
7,8,9,6,0,0,1,2,3
2,1,4,3,7,5,9,6,8
3,6,5,1,2,4,7,0,0
8,7,0,9,6,0,2,1,4
5,3,1,7,4,2,0,8,6
6,4,2,5,1,3,0,9,7
9,0,7,8,0,6,3,4,1
